loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,target,dti_squared,loan_to_income,installment_to_income,int_rate_times_term
21000.0,21000.0,21000.0,36.0,0.0789,657.0,0,4,10.0,0,90000.0,1,2015-04-01,0,2,33,25.24,0.0,2000-07-01,2.0,18.0,0.0,16056.0,33.2,31.0,0,0.0,0.0,22015.09,22015.09,21000.0,1015.09,0.0,0.0,0.0,2015-12-01 00:00:00,17434.5,2016-01-01,0.0,1.0,0,0.0,0.0,300995.0,48300.0,0,637.0575999999999,0.233330740769547,0.0875990266774813,2.8404
10000.0,10000.0,10000.0,36.0,0.0639,305.99,0,1,10.0,0,89000.0,0,2015-05-01,0,1,29,5.53,0.0,1994-04-01,0.0,11.0,0.0,362.0,4.8,18.0,1,0.0,0.0,10155.79,10155.79,10000.0,155.79,0.0,0.0,0.0,2015-11-01 00:00:00,162.89,2015-11-01,0.0,1.0,0,0.0,0.0,136714.0,7500.0,0,30.580900000000003,0.1123582881091223,0.0412566150942124,2.3004
16000.0,16000.0,16000.0,60.0,0.1757,402.57,3,18,10.0,2,120000.0,2,2015-04-01,0,2,4,12.03,0.0,1997-04-01,1.0,7.0,0.0,7667.0,18.6,39.0,1,0.0,0.0,17160.16,17160.16,16000.0,1160.16,0.0,0.0,0.0,2015-09-01 00:00:00,15565.5,2016-01-01,0.0,1.0,0,0.0,0.0,64899.0,41200.0,0,144.72089999999997,0.1333322222314814,0.0402566645277956,10.542
2550.0,2550.0,2550.0,36.0,0.0668,78.37,0,2,10.0,0,48000.0,0,2015-04-01,0,5,10,13.62,0.0,2004-09-01,1.0,11.0,0.0,3003.0,5.4,24.0,0,0.0,0.0,2648.45,2648.45,2550.0,98.45,0.0,0.0,0.0,2015-11-01 00:00:00,2180.12,2016-01-01,0.0,1.0,0,0.0,0.0,97818.0,55300.0,0,185.5044,0.0531238932522239,0.0195920918314201,2.4048
16000.0,16000.0,16000.0,60.0,0.1099,347.8,1,8,10.0,2,55000.0,0,2015-04-01,0,2,4,12.07,0.0,1976-04-01,1.0,14.0,0.0,15825.0,49.6,26.0,1,0.0,0.0,16740.87,16740.87,16000.0,740.87,0.0,0.0,0.0,2015-09-01 00:00:00,15359.44,2015-09-01,0.0,1.0,0,0.0,0.0,252151.0,31900.0,0,145.6849,0.2909038017490591,0.075882256686242,6.593999999999999
3000.0,3000.0,3000.0,36.0,0.1785999999999999,108.25,3,19,4.0,2,30000.0,0,2015-04-01,0,2,4,32.2,0.0,2005-09-01,0.0,6.0,0.0,2281.0,84.5,9.0,1,0.0,0.0,3122.55,3122.55,3000.0,122.55,0.0,0.0,0.0,2015-06-01 00:00:00,3014.31,2016-01-01,0.0,1.0,0,0.0,0.0,22443.0,2700.0,0,1036.84,0.099996666777774,0.0432985567147761,6.429599999999999
5000.0,5000.0,5000.0,36.0,0.0668,153.66,0,2,10.0,1,75000.0,0,2015-04-01,0,0,10,13.63,0.0,1992-11-01,0.0,9.0,2.0,25680.0,27.6,19.0,1,0.0,0.0,5197.31,5197.31,5000.0,197.31,0.0,0.0,0.0,2015-12-01 00:00:00,3969.89,2015-12-01,0.0,1.0,0,0.0,0.0,53717.0,23500.0,0,185.7769,0.0666657777896294,0.0245852721963707,2.4048
15000.0,15000.0,15000.0,36.0,0.0692,462.61,0,3,4.0,0,160000.0,2,2015-04-01,0,2,26,6.06,0.0,1998-11-01,0.0,22.0,0.0,5006.0,4.2,33.0,1,0.0,0.0,15564.57,15564.57,15000.0,564.57,0.0,0.0,0.0,2015-11-01 00:00:00,12800.44,2015-11-01,0.0,1.0,0,0.0,0.0,299800.0,118000.0,0,36.7236,0.093749414066162,0.0346955331529177,2.4912
13000.0,13000.0,13000.0,60.0,0.0999,276.15,1,7,7.0,1,75000.0,0,2015-04-01,0,1,29,6.45,2.0,1995-09-01,1.0,9.0,0.0,4214.0,9.1,25.0,1,0.0,0.0,2201.98,2201.98,1383.2,818.78,0.0,0.0,0.0,2016-01-01 00:00:00,11970.32,2016-01-01,0.0,1.0,0,0.0,0.0,325150.0,46500.0,0,41.6025,0.1733310222530366,0.0441834108878548,5.994
6000.0,6000.0,6000.0,36.0,0.1561,209.79,3,15,9.0,0,60000.0,0,2015-04-01,0,6,30,19.94,0.0,1997-01-01,1.0,8.0,0.0,9966.0,74.9,25.0,0,0.0,0.0,6479.48,6479.48,6000.0,479.48,0.0,0.0,0.0,2015-10-01 00:00:00,5417.92,2016-01-01,0.0,1.0,0,0.0,0.0,105397.0,13300.0,0,397.6036,0.0999983333611106,0.0419573007116548,5.619599999999999
6000.0,6000.0,6000.0,36.0,0.1757,215.63,3,18,9.0,0,45000.0,2,2015-04-01,0,10,9,30.69,0.0,2003-05-01,1.0,11.0,0.0,16823.0,83.3,33.0,1,0.0,0.0,6293.13,6293.13,6000.0,293.13,0.0,0.0,0.0,2015-07-01 00:00:00,5867.73,2016-01-01,0.0,1.0,0,0.0,0.0,147460.0,20200.0,0,941.8761,0.1333303704362125,0.057500055554321,6.3252
10000.0,10000.0,10000.0,60.0,0.1465,236.07,2,14,3.0,1,62000.0,0,2015-04-01,0,2,38,16.47,1.0,1991-06-01,0.0,11.0,0.0,16954.0,60.8,25.0,1,0.0,0.0,10190.39,10190.39,10000.0,190.39,0.0,0.0,0.0,2015-06-01 00:00:00,10198.53,2015-06-01,0.0,1.0,0,0.0,0.0,185280.0,23500.0,0,271.26089999999994,0.1612877211657876,0.0456902308027289,8.79
16000.0,16000.0,16000.0,36.0,0.1333,541.65,2,12,10.0,2,80000.0,1,2015-04-01,0,2,9,18.26,0.0,2001-07-01,0.0,12.0,1.0,15091.0,44.4,32.0,0,0.0,0.0,16322.21,16322.21,16000.0,322.21,0.0,0.0,0.0,2015-05-01 00:00:00,16334.06,2016-01-01,0.0,1.0,0,0.0,0.0,32588.0,34000.0,0,333.42760000000004,0.1999975000312496,0.0812464844189447,4.7988
6800.0,6800.0,6800.0,36.0,0.1229,226.81,2,10,6.0,0,45000.0,0,2015-04-01,0,1,31,4.51,0.0,2005-08-01,1.0,9.0,0.0,7965.0,32.1,22.0,1,0.0,0.0,7061.67,7061.67,6800.0,261.67,0.0,0.0,0.0,2015-08-01 00:00:00,6390.53,2015-08-01,0.0,1.0,0,0.0,0.0,123468.0,24800.0,0,20.3401,0.1511077531610408,0.0604813226372747,4.4244
32400.0,32400.0,32400.0,60.0,0.2167,888.79,4,24,7.0,0,92000.0,2,2015-04-01,0,2,19,22.59,0.0,1995-04-01,0.0,25.0,0.0,24754.0,52.2,47.0,1,0.0,0.0,33620.63,33620.63,32400.0,1220.63,0.0,0.0,0.0,2015-06-01 00:00:00,32809.85,2016-01-01,0.0,1.0,0,0.0,0.0,220233.0,47400.0,0,510.3081,0.3521700851077706,0.1159278703492353,13.002
12000.0,12000.0,12000.0,60.0,0.1399,279.16,2,13,10.0,2,75000.0,1,2015-04-01,0,2,26,11.4,0.0,2002-12-01,0.0,6.0,0.0,9798.0,89.1,20.0,1,0.0,0.0,12268.85,12268.85,12000.0,268.85,0.0,0.0,0.0,2015-06-01 00:00:00,12278.18,2015-06-01,0.0,1.0,0,0.0,0.0,33952.0,23500.0,0,129.96,0.1599978666951107,0.0446650044666071,8.394
19475.0,19475.0,19475.0,36.0,0.1561,680.94,3,15,10.0,0,120000.0,0,2015-04-01,0,2,22,23.64,0.0,1991-10-01,2.0,6.0,1.0,9065.0,79.0,15.0,0,0.0,0.0,21030.43,21030.43,19475.0,1521.38,34.05,0.0,0.0,2015-12-01 00:00:00,361.99,2015-12-01,0.0,1.0,0,0.0,0.0,191317.0,11500.0,0,558.8496,0.1622903142473812,0.0680934325547287,5.619599999999999
35000.0,35000.0,35000.0,60.0,0.1951999999999999,917.97,4,22,10.0,0,106000.0,2,2015-04-01,0,1,0,35.44,0.0,2000-12-01,0.0,11.0,0.0,46829.0,85.0,34.0,1,0.0,0.0,39330.88,39330.88,35000.0,4330.88,0.0,0.0,0.0,2015-12-01 00:00:00,20943.05,2015-12-01,0.0,1.0,0,0.0,0.0,296647.0,23500.0,0,1255.9935999999998,0.3301855642871293,0.1039201516966821,11.712
19000.0,19000.0,19000.0,36.0,0.1465,655.39,2,14,10.0,0,142000.0,2,2015-04-01,0,3,9,5.01,0.0,1997-03-01,2.0,6.0,0.0,4072.0,44.7,27.0,0,0.0,0.0,19873.9,19873.9,19000.0,873.9,0.0,0.0,0.0,2015-07-01 00:00:00,18578.58,2015-08-01,0.0,1.0,0,0.0,0.0,286952.0,23500.0,0,25.1001,0.1338018746346856,0.0553846803895747,5.274
35000.0,35000.0,35000.0,36.0,0.1825,1269.73,4,20,3.0,0,108216.0,2,2015-04-01,0,2,4,21.52,0.0,1993-12-01,3.0,12.0,0.0,68992.0,77.0,17.0,0,0.0,0.0,1234.24,1234.24,737.44,496.8,0.0,0.0,0.0,2015-06-01 00:00:00,1269.73,2015-12-01,0.0,1.0,0,0.0,0.0,305233.0,23500.0,1,463.1104,0.3234242309433823,0.1407982110019682,6.57
7200.0,7200.0,7200.0,36.0,0.1465,248.36,2,14,10.0,1,51000.0,1,2015-04-01,0,4,38,15.29,1.0,2006-04-01,1.0,9.0,0.0,71.0,0.6,18.0,0,0.0,0.0,7879.29,7879.29,7200.0,679.29,0.0,0.0,0.0,2015-12-01 00:00:00,6146.63,2016-01-01,0.0,1.0,0,0.0,0.0,17008.0,23500.0,0,233.7841,0.141173702476422,0.0584365012450736,5.274
6825.0,6825.0,6825.0,36.0,0.1785999999999999,246.27,3,19,10.0,2,84000.0,0,2015-05-01,0,6,28,6.57,0.0,1997-06-01,0.0,6.0,1.0,3404.0,50.1,23.0,0,0.0,0.0,7517.25,7517.25,6825.0,692.25,0.0,0.0,0.0,2015-12-01 00:00:00,6046.4,2015-12-01,0.0,1.0,0,0.0,0.0,109210.0,6800.0,0,43.1649,0.0812490327496101,0.0351810097498839,6.429599999999999
6000.0,6000.0,6000.0,36.0,0.1229,200.12,2,10,10.0,1,34000.0,1,2015-04-01,0,2,9,31.92,1.0,1986-07-01,0.0,8.0,0.0,7983.0,78.3,40.0,0,0.0,0.0,6411.08,6411.08,6000.0,411.08,0.0,0.0,0.0,2015-11-01 00:00:00,5214.46,2015-11-01,0.0,1.0,0,0.0,0.0,18188.0,10200.0,0,1018.8864,0.1764653980765271,0.0706285109261492,4.4244
13200.0,13200.0,13200.0,60.0,0.1655,324.87,3,16,0.5,2,66192.0,1,2015-04-01,0,0,33,24.4,0.0,2005-03-01,1.0,11.0,0.0,21738.0,75.2,19.0,1,0.0,0.0,14134.78,14134.78,13200.0,934.78,0.0,0.0,0.0,2015-09-01 00:00:00,12859.57,2015-10-01,0.0,1.0,0,0.0,0.0,59998.0,28900.0,0,595.3599999999999,0.1994168567673319,0.0588950493254573,9.93
10300.0,10300.0,10300.0,60.0,0.1825,262.96,4,20,10.0,2,75000.0,1,2015-04-01,0,5,4,13.5,1.0,1986-05-01,0.0,10.0,0.0,8402.0,77.8,15.0,0,0.0,0.0,10338.13,10338.13,10300.0,38.13,0.0,0.0,0.0,2015-05-01 00:00:00,10348.57,2015-04-01,0.0,1.0,0,0.0,6002.0,65273.0,10800.0,0,182.25,0.1373315022466367,0.0420730390261463,10.95
7000.0,7000.0,7000.0,36.0,0.1099,229.14,1,8,10.0,2,58000.0,2,2015-04-01,0,1,30,30.93,1.0,1996-11-01,1.0,24.0,1.0,15743.0,36.0,30.0,1,0.0,0.0,7155.01,7155.01,7000.0,155.01,0.0,0.0,0.0,2015-07-01 00:00:00,6930.14,2016-01-01,0.0,1.0,0,0.0,0.0,49425.0,43600.0,0,956.6649,0.1206875743521663,0.0474074584920949,3.9564
14450.0,14450.0,14450.0,60.0,0.1825,368.91,4,20,2.0,0,28975.0,0,2015-04-01,0,2,33,15.49,0.0,1985-03-01,0.0,5.0,1.0,1343.0,15.8,9.0,1,0.0,0.0,15992.53,15992.53,14450.0,1542.53,0.0,0.0,0.0,2015-12-01 00:00:00,13793.72,2015-12-01,0.0,1.0,0,0.0,0.0,102469.0,23500.0,0,239.9401,0.4986885698509111,0.1527788514632799,10.95
10600.0,10600.0,10575.0,36.0,0.1399,362.24,2,13,10.0,2,50000.0,1,2015-04-01,0,1,29,16.2,0.0,2001-08-01,1.0,9.0,4.0,7220.0,53.9,17.0,0,0.0,0.0,11087.96,11061.81,10600.0,487.96,0.0,0.0,0.0,2015-08-01 00:00:00,10009.48,2015-10-01,0.0,1.0,0,0.0,0.0,18918.0,13400.0,0,262.44,0.2119957600847983,0.0869358612827743,5.0364
35000.0,35000.0,35000.0,36.0,0.1699,1247.68,3,17,10.0,0,253000.0,0,2015-05-01,0,8,37,8.03,0.0,2002-10-01,0.0,13.0,2.0,3739.0,22.4,47.0,1,0.0,0.0,38732.8,38732.8,35000.0,3732.8,0.0,0.0,0.0,2016-01-01 00:00:00,30032.08,2016-01-01,0.0,1.0,0,0.0,0.0,558143.0,16700.0,0,64.48089999999999,0.1383393741526713,0.0591782641175331,6.1164
19200.0,19200.0,19200.0,60.0,0.1099,417.36,1,8,10.0,2,87000.0,1,2015-04-01,0,2,38,26.44,0.0,1999-08-01,1.0,16.0,0.0,1660.0,3.1,42.0,1,0.0,0.0,20198.01,20198.01,19200.0,998.01,0.0,0.0,0.0,2015-10-01 00:00:00,18134.66,2016-01-01,0.0,1.0,0,0.0,0.0,125291.0,54100.0,0,699.0736,0.2206871185388673,0.0575662348708635,6.593999999999999
12425.0,12425.0,12425.0,60.0,0.2167,340.84,4,24,10.0,0,39000.0,0,2015-04-01,0,4,9,17.6,3.0,1986-04-01,1.0,9.0,0.0,1870.0,15.8,29.0,1,0.0,0.0,13294.77,13294.77,12425.0,869.77,0.0,0.0,0.0,2015-07-01 00:00:00,12628.05,2015-12-01,0.0,1.0,0,0.0,225.0,235855.0,11800.0,0,309.76000000000005,0.3185815748314146,0.1048711571498166,13.002
20000.0,20000.0,20000.0,36.0,0.0789,625.72,0,4,10.0,0,135000.0,1,2015-05-01,0,2,26,9.82,0.0,2003-06-01,3.0,9.0,0.0,27143.0,68.5,24.0,1,0.0,0.0,20513.44,20513.44,20000.0,513.44,0.0,0.0,0.0,2015-09-01 00:00:00,18645.05,2015-09-01,0.0,1.0,0,0.0,0.0,283843.0,23500.0,0,96.4324,0.1481470507625869,0.0556191435618995,2.8404
15000.0,15000.0,15000.0,36.0,0.1099,491.01,1,8,4.0,1,105000.0,1,2015-04-01,0,2,40,11.57,0.0,2002-09-01,0.0,9.0,0.0,16629.0,77.0,13.0,1,0.0,0.0,15701.45,15701.45,15000.0,701.45,0.0,0.0,0.0,2015-09-01 00:00:00,13746.57,2015-10-01,0.0,1.0,0,0.0,0.0,374845.0,21600.0,0,133.8649,0.1428557823258826,0.0561148941438652,3.9564
10000.0,10000.0,10000.0,36.0,0.0818,314.2,1,5,10.0,0,64000.0,1,2015-04-01,0,2,4,10.43,0.0,1999-06-01,2.0,8.0,0.0,11217.0,24.9,16.0,1,0.0,0.0,10063.68,10063.68,10000.0,63.68,0.0,0.0,0.0,2015-11-01 00:00:00,9.14,2015-12-01,0.0,1.0,0,0.0,0.0,229009.0,23500.0,0,108.7849,0.1562475586318963,0.0589115795065702,2.9448
16000.0,16000.0,16000.0,36.0,0.0917,510.07,1,6,10.0,0,96000.0,0,2015-04-01,0,2,35,13.03,0.0,2003-02-01,0.0,9.0,0.0,8136.0,70.7,20.0,1,0.0,0.0,16110.05,16110.05,16000.0,110.05,0.0,0.0,0.0,2015-05-01 00:00:00,16118.2,2015-05-01,0.0,1.0,0,0.0,98.0,254561.0,11500.0,0,169.78089999999997,0.1666649305736398,0.0637580858532723,3.3012
29775.0,29775.0,29775.0,60.0,0.2048999999999999,797.0,4,23,10.0,2,71000.0,1,2015-04-01,0,2,4,16.97,0.0,2001-03-01,0.0,8.0,0.0,2900.0,18.8,29.0,1,0.0,0.0,33177.58,33177.58,29775.0,3402.58,0.0,0.0,0.0,2015-11-01 00:00:00,29226.47,2015-11-01,0.0,1.0,0,0.0,0.0,37450.0,23500.0,0,287.9809,0.419360290700131,0.1347023281362234,12.294
20000.0,20000.0,20000.0,60.0,0.0999,424.85,1,7,2.0,0,226000.0,1,2015-05-01,0,8,26,10.78,0.0,2000-09-01,0.0,17.0,0.0,7152.0,37.6,51.0,1,0.0,0.0,20165.94,20165.94,20000.0,165.94,0.0,0.0,0.0,2015-12-01 00:00:00,1139.04,2016-01-01,0.0,1.0,0,0.0,0.0,450890.0,23500.0,0,116.20839999999998,0.0884951836496298,0.0225583072641271,5.994
7500.0,7500.0,7500.0,36.0,0.0917,239.1,1,6,10.0,0,113000.0,0,2015-04-01,0,2,14,19.79,0.0,1987-01-01,0.0,13.0,0.0,24323.0,91.4,29.0,1,0.0,0.0,7930.49,7930.49,7500.0,430.49,0.0,0.0,0.0,2016-01-01 00:00:00,6260.61,2016-01-01,0.0,1.0,0,0.0,0.0,172516.0,23500.0,0,391.6441,0.0663710940611145,0.0253909257440199,3.3012
6000.0,6000.0,6000.0,36.0,0.1399,205.04,2,13,2.0,2,48500.0,1,2015-04-01,0,7,29,16.56,0.0,2009-06-01,1.0,7.0,0.0,3388.0,52.1,11.0,1,0.0,0.0,6343.6,6343.6,6000.0,343.6,0.0,0.0,0.0,2015-10-01 00:00:00,5528.1,2015-10-01,0.0,1.0,0,0.0,0.0,32572.0,6500.0,0,274.2336,0.1237087895094946,0.0507305004020535,5.0364
10300.0,10300.0,10300.0,60.0,0.2299,290.31,5,25,10.0,2,47000.0,1,2015-04-01,0,1,15,16.24,0.0,2004-06-01,0.0,6.0,0.0,8613.0,72.4,8.0,1,0.0,0.0,10808.65,10808.65,10300.0,508.65,0.0,0.0,0.0,2015-06-01 00:00:00,10544.65,2015-07-01,0.0,1.0,0,0.0,0.0,27053.0,23500.0,0,263.7376,0.2191442735260952,0.0741201251037212,13.794
2200.0,2200.0,2200.0,36.0,0.1153,72.58,1,9,10.0,0,72000.0,0,2015-04-01,0,11,39,4.88,0.0,1992-09-01,0.0,6.0,1.0,1950.0,7.2,25.0,1,0.0,0.0,2284.96,2284.96,2200.0,84.96,0.0,0.0,0.0,2015-09-01 00:00:00,996.02,2015-04-01,0.0,1.0,0,0.0,0.0,204573.0,27000.0,0,23.8144,0.0305551311787336,0.0120964986597408,4.1508
15000.0,15000.0,15000.0,36.0,0.1268999999999999,503.18,2,11,10.0,2,60000.0,1,2015-04-01,0,2,29,13.99,0.0,1997-10-01,1.0,3.0,0.0,2896.0,17.0,12.0,0,0.0,0.0,15526.28,15526.28,15000.0,526.28,0.0,0.0,0.0,2015-07-01 00:00:00,14556.94,2015-08-01,0.0,1.0,0,0.0,0.0,12669.0,17000.0,0,195.7201,0.2499958334027766,0.1006343227612873,4.5684
15000.0,15000.0,15000.0,36.0,0.1153,494.86,1,9,10.0,0,234000.0,0,2015-04-01,0,2,0,12.74,0.0,1999-08-01,0.0,12.0,0.0,25826.0,85.8,36.0,1,0.0,0.0,16074.32,16074.32,15000.0,1074.32,0.0,0.0,0.0,2016-01-01 00:00:00,12619.91,2016-01-01,0.0,1.0,0,0.0,0.0,608052.0,23500.0,0,162.3076,0.0641022901611531,0.0253773274473186,4.1508
6500.0,6500.0,6500.0,36.0,0.1153,214.44,1,9,0.0,1,25000.0,1,2015-04-01,0,8,19,16.08,0.0,2002-09-01,1.0,11.0,0.0,4808.0,34.3,15.0,1,0.0,0.0,6745.86,6745.86,6500.0,245.86,0.0,0.0,0.0,2015-09-01 00:00:00,6110.87,2015-12-01,0.0,1.0,0,0.0,0.0,52702.0,14000.0,0,258.5664,0.2599896004159833,0.1029270829166833,4.1508
25000.0,25000.0,25000.0,36.0,0.0668,768.28,0,2,10.0,0,65000.0,1,2015-05-01,0,2,33,13.46,0.0,2001-05-01,0.0,9.0,0.0,13918.0,25.8,23.0,1,0.0,0.0,25984.2,25984.2,25000.0,984.2,0.0,0.0,0.0,2015-12-01 00:00:00,21393.08,2016-01-01,0.0,1.0,0,0.0,1008.0,167463.0,53900.0,0,181.1716,0.3846094675466531,0.1418341256288365,2.4048
15350.0,15350.0,15350.0,60.0,0.245,446.06,5,27,0.5,2,42000.0,2,2015-05-01,0,2,24,25.14,0.0,2002-05-01,1.0,11.0,0.0,28786.0,30.9,36.0,0,0.0,0.0,17097.9,17097.9,15350.0,1747.9,0.0,0.0,0.0,2015-10-01 00:00:00,15334.55,2015-12-01,0.0,1.0,0,0.0,107.0,36270.0,93300.0,0,632.0196000000001,0.3654674888693126,0.127442679936192,14.7
19300.0,19300.0,19300.0,60.0,0.1757,485.59,3,18,7.0,0,98000.0,2,2015-04-01,0,2,38,15.55,0.0,1998-07-01,3.0,9.0,1.0,6808.0,88.0,34.0,0,0.0,0.0,19898.68,19898.68,19300.0,598.68,0.0,0.0,0.0,2015-07-01 00:00:00,19431.93,2016-01-01,0.0,1.0,0,0.0,0.0,289268.0,7730.0,0,241.8025,0.1969367659513678,0.0594593932714972,10.542
18625.0,18625.0,18625.0,60.0,0.2167,510.92,4,24,10.0,0,46749.0,2,2015-04-01,0,1,31,30.47,0.0,1991-05-01,2.0,22.0,0.0,35793.0,70.3,39.0,1,0.0,0.0,21346.16,21346.16,18625.0,2721.16,0.0,0.0,0.0,2016-01-01 00:00:00,17792.14,2016-01-01,0.0,1.0,0,0.0,0.0,137231.0,23500.0,0,928.4209,0.3983957219251337,0.1311452406417112,13.002
12000.0,12000.0,12000.0,60.0,0.1333,275.07,2,12,2.0,0,473000.0,1,2015-05-01,0,1,38,2.31,0.0,2003-11-01,1.0,8.0,0.0,38174.0,82.3,9.0,1,0.0,0.0,12177.11,12177.11,12000.0,177.11,0.0,0.0,0.0,2015-06-01 00:00:00,12186.0,2015-06-01,0.0,1.0,0,0.0,0.0,38174.0,46400.0,0,5.3361,0.0253699252221454,0.0069785053308555,7.998
4500.0,4500.0,4500.0,36.0,0.1655,159.44,3,16,0.5,2,32000.0,1,2015-04-01,0,0,30,11.4,0.0,1999-12-01,1.0,11.0,1.0,386.0,7.3,41.0,0,0.0,0.0,1445.82,1445.82,924.52,506.3,15.0,0.0,0.0,2016-01-01 00:00:00,3744.79,2016-01-01,0.0,1.0,0,0.0,0.0,11504.0,5300.0,0,129.96,0.1406206056060748,0.0597881316208868,5.958
10400.0,10400.0,10400.0,36.0,0.1785999999999999,375.26,3,19,0.0,2,32880.0,2,2015-04-01,0,2,42,11.53,0.0,2001-09-01,1.0,7.0,0.0,4570.0,34.4,8.0,1,0.0,0.0,10426.58,10426.58,10400.0,26.58,0.0,0.0,0.0,2015-05-01 00:00:00,10436.9,2016-01-01,0.0,1.0,0,0.0,297.0,9321.0,23500.0,0,132.9409,0.3162920835741005,0.136952039171558,6.429599999999999
4800.0,4800.0,4800.0,36.0,0.1465,165.58,2,14,9.0,0,180000.0,0,2015-04-01,0,2,40,19.91,0.0,1998-11-01,1.0,17.0,0.0,15517.0,54.3,41.0,0,0.0,0.0,5233.78,5233.78,4800.0,433.78,0.0,0.0,0.0,2015-12-01 00:00:00,4078.63,2015-12-01,0.0,1.0,0,0.0,0.0,502041.0,28600.0,0,396.4081,0.0266665185193415,0.0110386053410814,5.274
11075.0,11075.0,11075.0,60.0,0.1399,257.64,2,13,6.0,2,32000.0,1,2015-04-01,0,2,27,20.86,0.0,2005-04-01,1.0,7.0,1.0,7305.0,28.4,11.0,1,0.0,0.0,11579.64,11579.64,11075.0,504.64,0.0,0.0,0.0,2015-11-01 00:00:00,51.02,2015-11-01,0.0,1.0,0,0.0,0.0,14862.0,23500.0,0,435.1396,0.3460829349082841,0.0966119808755976,8.394
9575.0,9575.0,9575.0,36.0,0.1757,344.1,3,18,4.0,2,30000.0,1,2015-04-01,0,1,4,27.72,0.0,2011-12-01,0.0,6.0,0.0,9685.0,97.8,6.0,1,0.0,0.0,334.75,334.75,203.91,130.84,0.0,0.0,0.0,2015-06-01 00:00:00,344.1,2015-12-01,0.0,1.0,0,0.0,0.0,24426.0,9900.0,1,768.3983999999999,0.3191560281323956,0.1376354121529282,6.3252
10000.0,10000.0,10000.0,36.0,0.1153,329.91,1,9,6.0,0,37000.0,1,2015-04-01,0,1,14,23.45,0.0,2008-07-01,0.0,10.0,0.0,9704.0,47.6,13.0,1,0.0,0.0,10305.47,10305.47,10000.0,305.47,0.0,0.0,0.0,2015-07-01 00:00:00,9511.88,2016-01-01,0.0,1.0,0,0.0,0.0,80374.0,20400.0,0,549.9024999999999,0.2702629658657874,0.1069949460825383,4.1508
5750.0,5750.0,5750.0,36.0,0.0999,185.51,1,7,7.0,0,50000.0,0,2015-04-01,0,2,21,13.18,0.0,2005-10-01,1.0,9.0,0.0,775.0,9.1,21.0,0,0.0,0.0,6082.06,6082.06,5750.0,332.06,0.0,0.0,0.0,2015-11-01 00:00:00,4975.38,2015-12-01,0.0,1.0,0,0.0,562.0,71486.0,8500.0,0,173.7124,0.114997700045999,0.0445215095698086,3.5964
6000.0,6000.0,6000.0,36.0,0.1229,200.12,2,10,10.0,2,87000.0,0,2015-04-01,0,7,29,13.55,0.0,2010-06-01,1.0,16.0,0.0,10379.0,35.8,20.0,0,0.0,0.0,6458.5,6458.5,6000.0,458.5,0.0,0.0,0.0,2016-01-01 00:00:00,5061.76,2016-01-01,0.0,1.0,0,0.0,0.0,33035.0,23500.0,0,183.6025,0.068964724543396,0.0276024413512488,4.4244
15000.0,15000.0,15000.0,36.0,0.0668,460.97,0,2,5.0,0,92066.0,0,2015-04-01,0,1,4,6.88,0.0,2006-06-01,0.0,13.0,0.0,20735.0,35.6,34.0,1,0.0,0.0,15199.11,15199.11,15000.0,199.11,0.0,0.0,0.0,2015-07-01 00:00:00,3682.74,2015-07-01,0.0,1.0,0,0.0,0.0,540840.0,58200.0,0,47.3344,0.1629248264850598,0.0600827658118544,2.4048
20000.0,20000.0,20000.0,36.0,0.0818,628.39,1,5,10.0,0,101980.0,2,2015-04-01,0,1,9,3.08,0.0,2000-09-01,1.0,8.0,0.0,13609.0,57.4,18.0,1,0.0,0.0,21069.83,21069.83,20000.0,1069.83,0.0,0.0,0.0,2015-12-01 00:00:00,16680.19,2016-01-01,0.0,1.0,0,0.0,0.0,425920.0,23700.0,0,9.4864,0.1961149625910709,0.0739420088055618,2.9448
3500.0,3500.0,3500.0,36.0,0.1333,118.49,2,12,3.0,2,35000.0,1,2015-04-01,0,1,30,15.78,0.0,2006-04-01,1.0,18.0,0.0,2353.0,24.3,32.0,0,0.0,0.0,3761.48,3761.48,3500.0,261.48,0.0,0.0,0.0,2015-12-01 00:00:00,3053.13,2015-12-01,2.0,1.0,0,0.0,2084.0,80409.0,23500.0,0,249.0084,0.0999971429387731,0.0406239821719379,4.7988
9600.0,9600.0,9600.0,36.0,0.1757,345.0,3,18,10.0,2,65000.0,0,2015-04-01,0,2,14,17.1,0.0,2002-05-01,0.0,7.0,0.0,1359.0,18.6,11.0,0,0.0,0.0,10568.01,10568.01,9600.0,968.01,0.0,0.0,0.0,2015-12-01 00:00:00,8516.75,2015-05-01,0.0,1.0,0,0.0,0.0,31110.0,23500.0,0,292.41,0.1476900355379148,0.0636913278257257,6.3252
